eps,cost_astar,p_goal_final,p_fail_final,mc_success,mc_fail,mc_mean_steps
0.0,22.0,1.0,0.0,1.0,0.0,22.0
0.1,22.0,0.10311737195639918,0.4566562510922194,0.10133333333333333,0.46,137.40133333333333
0.2,22.0,0.00802032351030852,0.5006582809578896,0.007,0.48933333333333334,153.656
0.3,22.0,0.00043685151380815437,0.5014385519606936,0.001,0.48433333333333334,156.06766666666667
